Das 115-Gebärdentelefon hat sich als weiterer Zugang zu den Leistungen der öffentlichen Verwaltung etabliert. Mit Hilfe des 115-Gebärdentelefons können Sie die Behördennummer 115 auch nutzen, wenn Sie gehörlos oder hörgeschädigt sind. Gehörlose und hörgeschädigte Beraterinnen und Berater beantworten Ihnen gerne Ihre Fragen zu Leistungen der öffentlichen Verwaltung.;Das 115-Gebärden-Telefon ist ein Service.\nService ist ein englisches Wort.\nService spricht man Sör-wis.\nService bedeutet Hilfe.\nDie Hilfe ist für alle Menschen.\n\nSie können das 115-Gebärden-Telefon benutzen.\nWenn Sie gehör-los sind.\nOder wenn Sie schwer-hörig sind.\nSie können das 115-Gebärden-Telefon auch benutzen.\nWenn Sie nicht gut Deutsch sprechen.\nZum Beispiel, wenn Sie neu in Deutschland sind.\nOder wenn Sie nicht gut lesen und schreiben können.\n\nSie können das 115-Gebärden-Telefon benutzen.\nWenn Sie eine Frage haben.\nZu den Ämtern in München.\nZum Beispiel:\n* Wie bekomme ich einen neuen Reise-Pass?\n* Ich ziehe nach München.\n  Wo kann ich mich anmelden?\n* Wie bekomme ich Wohn-Geld?\n* Ich will heiraten.\n  Was muss ich tun?\n* Wie bekomme ich Eltern-Geld?\n* Wo bekomme ich ein Führungs-Zeugnis?\n  Ein Führungs-Zeugnis ist ein Dokument.\n  In dem Dokument stehen zum Beispiel bestimmte Vorstrafen.\n  Aber nur, wenn Sie schon einmal von einem Gericht\n  verurteilt worden sind.\n* Ich habe ein neues Auto.\n  Ich muss zur Zulassungs-Stelle.\n  Wann hat die Zulassungs-Stelle geöffnet?\n\nSie erreichen das 115-Gebärden-Telefon über das Internet.\nSie benötigen\nein End-Gerät\nEin End-Gerät kann zum Beispiel ein Computer,\nein Smartphone oder ein Tablet sein.\nSmartphone ist ein englisches Wort.\nSmartphone spricht man: Smaat-foon.\nEin Tablet ist ein tragbarer, flacher Computer.\nTablet ist ein englisches Wort.\nTablet spricht man: täblet\neine Webcam\nWebcam ist ein englisches Wort.\nDas wird so aus-gesprochen: Wäbb-käm\nWebcam heißt auf Deutsch Internet-Kamera.\nEin Webcam überträgt ihre Bilder in das Internet.\neinen Internet-Zugang\n\nDie Adresse von dem 115-Gebärden-Telefon ist:\nhttps://gebaerdentelefon.de/115/\nGeben Sie diese Adresse in Ihr End-Gerät ein.\n\nSie bekommen meistens sofort eine Antwort.\nAm Telefon.\nOder ein Mitarbeiter ruft Sie an.\nVon der Stadt-Verwaltung.\nDas kann 1 Tag dauern.;;
Die 115 erteilt ausschließlich behördliche Auskünfte. Fragen zu wie z.B. Wegbeschreibungen, Wetterauskünften oder touristischen Informationen können unter der 115 nicht erteilt werden.;Sie müssen Ihre erste Übersetzung erneut kontrollieren.\nSie müssen die vielen Wiederholungen entfernen.\nZum Beispiel:\nIm Text steht oft das Sozial-Referat.\nDas Sozial-Referat ist eine Behörde.\nAber das steht schon im Text.\nDas müssen Sie nicht noch einmal schreiben.;;
Bei der Behördennummer wird der persönliche Kontakt groß geschrieben. Von Montag bis Freitag, 8 bis 18 Uhr, können den Mitarbeitenden der 115-Servicecenter Fragen gestellt werden. Die meisten Anliegen werden direkt beantwortet. Falls dies einmal nicht möglich ist, verspricht die 115 eine schnelle Rückmeldung.;Die Behörden-Nummer 115 ist ein Service.\nService ist ein anderes Wort für Hilfe.\nDie Hilfe ist für alle Menschen.\nEgal, welche Frage Sie haben.\nEgal, wo Sie sind.\nEgal, welches Anliegen Sie haben.\nAnliegen ist ein anderes Wort für Frage.\nSie erreichen die Service-Nummer am\nMontag, Dienstag, Mittwoch, Donnerstag und Freitag\nImmer von 8 Uhr morgens bis 18 Uhr abends.\nSie können vom Handy aus anrufen.\nOder von Ihrem Festnetz-Telefon.\nSie brauchen keine Vorwahl.\nSie können die Behörden-Nummer 115 anrufen.\nSie bekommen meistens sofort eine Antwort.\nAm Telefon.\nZum Beispiel auf diese Fragen:\nWo bekomme ich einen neuen Reise-Pass?\nIch ziehe nach München.\nWo kann ich mich anmelden?\nWie bekomme ich Wohn-Geld?\nIch will heiraten.\nWas muss ich tun?\nWie bekomme ich Eltern-Geld?\nWo bekomme ich ein Führungs-Zeugnis?\nEin Führungs-Zeugnis ist ein Dokument.\nIn dem Dokument stehen zum Beispiel bestimmte Vorstrafen.\nAber nur, wenn Sie schon einmal von einem Gericht\nverurteilt worden sind.\nIch habe ein neues Auto.\nIch muss zur Zulassungs-Stelle.\nWann hat die Zulassungs-Stelle geöffnet?\nManchmal ist die Frage besonders schwierig.\nDann sagt der Mitarbeiter zu Ihnen:\nSoll ich mich darum kümmern,\ndass Sie eine Antwort bekommen?\nDafür braucht der Mitarbeiter Ihre E-Mail-Adresse.\nOder Ihre Telefon-Nummer.\nSie bekommen die Antwort.\nAls E-Mail.\nOder ein Mitarbeiter ruft Sie an.\nVon der Stadt-Verwaltung.\nDas kann 1 Tag dauern.;;
Die Sozialbürgerhäuser sind Ihr wohnortnaher Ansprechpartner für soziale Angebote und Leistungen.;Die Sozial-Bürger-Häuser helfen Ihnen.\nIn vielen sozialen Not-Lagen.\nWir unterstützen:\nAlle Bürger in München.\n\nDas machen die Sozial-Bürger-Häuser\n\nWir unterstützen:\nAlle Erwachsenen, Jugendlichen und Kinder.\nZum Beispiel helfen wir bei diesen Not-Lagen:\n\n* Sie haben Probleme mit Ihrer Miete?\n* Sie haben Schulden?\n* Sie haben eine Behinderung und brauchen Unterstützung?\n* Sie haben Probleme in der Familie?\n* Sie haben keine Arbeit?\n* Sie sind krank und haben Probleme?\n* Sie sind alt und haben Probleme?\n* Sie sind verzweifelt und wissen nicht mehr weiter?\n\nWie helfen wir Ihnen?\n\nWir informieren Sie.\nWir beraten Sie.\nWir unterstützen Sie.\nWir sagen Ihnen,\nwo Sie Hilfen bekommen können.\nWir sorgen für Ihren Schutz bei Gewalt,\nbei Gefährdung und bei Vernachlässigung.\n\nWir kommen auch zu Ihnen nach Hause.\nWenn Sie das wollen.;;
Fahrzeug und Zulassung\nPapiere, Kennzeichen, Umweltplakette: Die wichtigsten Informationen zum An- und Ummelden eines Fahrzeuges.;Die Kfz-Zulassungs-Stelle ist für alle Autos in München zuständig.\nZum Beispiel für:\n* Autos\n* Motorräder\n* Anhänger\n* Oldtimer\n* Elektro-Autos\n* Hybrid-Autos\n* Gas-Autos\n* Wasserstoff-Autos;;
Fahrerlaubnis und Führerschein\nAntrag, Änderung oder Verlust der Fahrerlaubnis: Alles, was Sie zum Thema Führerschein wissen müssen.;Die Führerschein-Stelle ist für alles zuständig,\nwas den Führerschein betrifft.\n\nDie Führerschein-Stelle ist im Kreis-Verwaltungs-Referat.\nDas Kreis-Verwaltungs-Referat ist eine Behörde.\nIn einer Behörde arbeiten viele Menschen.\nDie Menschen arbeiten für die Stadt-Verwaltung.\nDie Stadt-Verwaltung ist die Verwaltung von der Stadt München.\n\nDie Adresse von der Führerschein-Stelle ist:\nGarmischer Straße 19/21\n81373 München\n\nSie erreichen die Führerschein-Stelle am besten mit öffentlichen Verkehrsmitteln.\nDas heißt:\nMit Bus und Bahn.\nDie Haltestelle von Bus und Bahn ist nicht weit von der Führerschein-Stelle.\nDie Haltestelle heißt:\nHarras.\nVon der Haltestelle Harras müssen Sie noch ein Stück zu Fuß gehen.\nDas heißt:\nSie müssen noch ein Stück laufen.\n\nDie Führerschein-Stelle ist im 2. Stock.\nIm 2. Stock ist ein Aufzug.\nDer Aufzug ist für Menschen da, die nicht gut Treppen steigen können.\nDer Aufzug ist auch für Rollstuhl-Fahrer da.\n\nDie Führerschein-Stelle ist im Gebäude von der Zulassungs-Stelle.\nDas Gebäude von der Zulassungs-Stelle ist ein großes Gebäude.\nIn dem Gebäude arbeiten viele Menschen.\nDie Menschen arbeiten für die Stadt-Verwaltung.\nDie Stadt-Verwaltung ist die Verwaltung von der Stadt München.;;
Heiraten beim Standesamt München\nWenn Sie beim Standesamt München heiraten wollen, müssen Sie zuvor Ihre Eheschließung anmelden.;Heirats-Büro\n\nSie wollen heiraten?\nVorher müssen Sie Ihre Heirat beim Heirats-Büro anmelden.\n\nIn München gibt es 2 Heirats-Büros.\n\nWelches Heirats-Büro ist für Sie richtig?\nDas kommt darauf an:\nWo Sie in München wohnen.\nIn welchem Stadt-Teil.\nWohnen Sie in einem von diesen Stadt-Teilen?\n\nPasing - Obermenzing\nAubing\nLochhausen\nLangwied\nAllach\nUntermenzing\n\nDann ist das Heirats-Büro im Standes-Amt München-Pasing richtig.\nFür alle anderen Stadt-Bezirke ist das Heirats-Büro im Standes-Amt München richtig.\n\nKontakt\n\nSie können die Heirats-Büros anrufen.\nTelefon-Nummern:\nDas Heirats-Büro im Standes-Amt München-Pasing hat die\nTelefon-Nummer 0 89 – 23 33 72 45.\nDas Heirats-Büro im Standes-Amt München hat die\nTelefon-Nummer 0 89 – 23 39 60 60.\nSie erreichen die Telefon-Nummer am\n\nMontag, Dienstag, Mittwoch und Donnerstag:\nImmer von 7.30 Uhr morgens bis 15.30 Uhr nachmittags.\nFreitag\nVon 7.30 Uhr morgens bis 13 Uhr mittags.\n\nSie müssen einen Termin ausmachen.\nDann können Sie auch zu den Heirats-Büros gehen.\n\nAdressen\n\nDas Heirats-Büro im Standes-Amt München-Pasing ist in der\nLandsberger Straße 486\n81241 München\nDas Heirats-Büro im Standes-Amt München ist in der\nRuppertstraße 11\n80337 München\nBeide Heirats-Büros haben einen barriere-freien Eingang.\nDas heißt:\nMenschen im Rollstuhl\nkönnen einfach hinein-kommen.\n\nÖffnungs-Zeiten\n\nBeide Heirats-Büros sind dann geöffnet:\nMontag, Dienstag, Mittwoch, Donnerstag und Freitag\nImmer nur mit einem Termin.;;
Heiraten beim Standesamt München\nWenn Sie beim Standesamt München heiraten wollen, müssen Sie zuvor Ihre Eheschließung anmelden. Dies ist nur möglich, wenn Sie beide oder einer von Ihnen mit Haupt- oder Nebenwohnung in München gemeldet sind. Für die Münchner Stadtbezirke 21 (Pasing - Obermenzing),  22 (Aubing - Lochhausen - Langwied) und 23 (Allach - Untermenzing) ist das Standesamt München-Pasing zuständig.;Heirats-Büro\n\nSie wollen heiraten?\nVorher müssen Sie Ihre Heirat beim Heirats-Büro anmelden.\n\nIn München gibt es 2 Heirats-Büros.\n\nWelches Heirats-Büro ist für Sie richtig?\nDas kommt darauf an:\nWo Sie in München wohnen.\nIn welchem Stadt-Teil.\nWohnen Sie in einem von diesen Stadt-Teilen?\n* Pasing - Obermenzing\n* Aubing - Lochhausen - Langwied\n* Allach - Untermenzing\n\nDann ist das Heirats-Büro im Standes-Amt München-Pasing richtig.\nFür alle anderen Stadt-Bezirke ist das Heirats-Büro im Standes-Amt München richtig.\n\nKontakt\n\nSie können die Heirats-Büros anrufen.\nTelefon-Nummern:\nDas Heirats-Büro im Standes-Amt München-Pasing hat die Telefon-Nummer 0 89 – 23 33 72 45.\nDas Heirats-Büro im Standes-Amt München hat die Telefon-Nummer 0 89 – 23 39 60 60.\nSie erreichen die Telefon-Nummer am\nMontag, Dienstag, Mittwoch und Donnerstag:\nImmer von 7.30 Uhr morgens bis 15.30 Uhr nachmittags.\nFreitag\nVon 7.30 Uhr morgens bis 13 Uhr mittags.\n\nSie müssen einen Termin ausmachen.\nDann können Sie auch zu den Heirats-Büros gehen.\n\nAdressen\n\nDas Heirats-Büro im Standes-Amt München-Pasing ist in der\nLandsberger Straße 486\n81241 München\nDas Heirats-Büro im Standes-Amt München ist in der\nRuppertstraße 11\n80337 München\nBeide Heirats-Büros haben einen barriere-freien Eingang.\nDas heißt:\nMenschen im Rollstuhl\nkönnen einfach hinein-kommen.\n\nÖffnungs-Zeiten\n\nBeide Heirats-Büros sind dann geöffnet:\nMontag, Dienstag, Mittwoch, Donnerstag und Freitag\nImmer nur mit einem Termin.;;
Trausäle und Termine für Ihre Hochzeit\n\nRuppertstraße 11\nIm Kreisverwaltungsreferat in der Ruppertstraße stehen Ihnen zwei moderne Trausäle zur Verfügung. \nPersonenhöchstgrenze einschließlich Hochzeitspaar und Trauzeug*innen: 30 Personen\nTermine unter der Woche:\n* Montag und Mittwoch von 8.45 bis 12 Uhr,\n* Dienstag von 9 bis 16.45 Uhr,\n* Donnerstag von 10.30 bis 15 Uhr,\n* Freitag von 8.45 bis 12 Uhr und von 13.30 bis 15.45 Uhr,\n* an Samstagen von 8.45 bis 12 Uhr.;Trau-Saal\n\nSie wollen heiraten?\nDann können Sie das im Trau-Saal machen.\nDer Trau-Saal ist im Kreis-Verwaltungs-Referat.\nDas ist in der Ruppert-Straße 11.\nSie können sich den Trau-Saal vorher ansehen.\nSie müssen einen Termin ausmachen.\nSie können auch zu dem Termin Ihre eigenen Ringe mitbringen.\nOder Sie können die Ringe dort kaufen.\n\nKontakt\n\nSie können im Trau-Saal anrufen.\nDie Telefon-Nummer ist:\n0 89 - 2 33 0.\nSie müssen einen Termin ausmachen.\nDann können Sie auch zum Trau-Saal gehen.\n\nAdresse\n\nDie Adresse ist:\nRuppert-Straße 11\n80337 München\nDer Trau-Saal hat einen barriere-freien Eingang.\nDas heißt:\nMenschen im Rollstuhl\nkönnen einfach hinein-kommen.\n\nÖffnungs-Zeiten\n\nDer Trau-Saal ist dann geöffnet:\nMontag, Mittwoch und Freitag\nImmer nur mit einem Termin.\nAm Dienstag und Donnerstag\nImmer nur mit einem Termin.\nAm Samstag\nImmer nur mit einem Termin.\nAm Samstag ist der Trau-Saal nur vormittags geöffnet.\nAm Sonntag ist der Trau-Saal nicht geöffnet.;;
Die Heimaufsicht ist für alle städtischen Pflege- und Behinderteneinrichtungen zuständig.;Die Heim-Aufsicht ist für alle städtischen Pflege- und Behinderten-Einrichtungen zuständig.\nDas heißt:\nDie Mitarbeiter von der Heim-Aufsicht prüfen:\nHalten sich die Einrichtungen an die Gesetze?\nDie Einrichtungen sind zum Beispiel:\n* Alten-Heime\n* Pflege-Heime\n* Wohn-Gemeinschaften\n* Heime für Menschen mit Behinderung\nFür diese Einrichtungen gibt es Gesetze.\nIn den Gesetzen steht zum Beispiel:\n* Menschen in Einrichtungen sollen selbst-bestimmt leben.\n* Menschen in Einrichtungen sollen mitreden können.\n* In Wohn-Einrichtungen und Pflege-Einrichtungen muss es gute Fach-Kräfte geben.\n* Menschen in Einrichtungen sollen eine schöne Wohnung haben.\nOder ein schönes Zimmer.\nDie Mitarbeiter von der Heim-Aufsicht machen jedes Jahr Kontrollen.\nSie sagen vorher nicht Bescheid, dass sie kommen.\nVielleicht hält sich eine Einrichtung nicht an die Gesetze.\nDie Mitarbeiter von der Heim-Aufsicht sagen der Einrichtung,\nwas sie ändern muss.;;
